0,1,0,0,0,0,0,0
1,0.505,0.2925,0.2025,0,0,0,0
2,0.409375,0.347625,0.151875,0.091125,0,0,0
3,0.381588,0.287325,0.212625,0.0774563,0.0410063,0,0
4,0.339169,0.296128,0.185414,0.12188,0.0389559,0.0184528,0
5,0.319801,0.265675,0.206645,0.113154,0.0670452,0.0193755,0.00830377
6,0.295444,0.263468,0.191138,0.134476,0.066343,0.0358446,0.013286
7,0.281055,0.245309,0.198189,0.129314,0.0832786,0.0394175,0.0234374
8,0.264969,0.240191,0.188399,0.139592,0.084257,0.0519639,0.0306284
9,0.253819,0.228035,0.189742,0.136654,0.0946257,0.0568949,0.0402294
10,0.242216,0.222406,0.183084,0.141631,0.0965598,0.0663743,0.0477289
11,0.233301,0.213626,0.182125,0.140003,0.103258,0.0715673,0.0561193
12,0.224447,0.208304,0.177345,0.142423,0.105532,0.0788767,0.0630709
13,0.217183,0.201637,0.175562,0.141537,0.110138,0.0837592,0.0701835
14,0.210187,0.196899,0.171985,0.142719,0.112397,0.0895206,0.0762925
15,0.204208,0.191667,0.170026,0.142244,0.115747,0.0938625,0.0822452
16,0.198564,0.187572,0.167263,0.142823,0.117823,0.0984829,0.0874729
17,0.193618,0.183379,0.165404,0.142571,0.12037,0.102231,0.0924274
18,0.189011,0.179898,0.163218,0.142855,0.122198,0.105982,0.0968391
19,0.18491,0.176493,0.161561,0.142723,0.124196,0.109165,0.100953
20,0.181122,0.173561,0.159803,0.142863,0.125769,0.112234,0.104648
21,0.17772,0.170772,0.158371,0.142794,0.12737,0.114911,0.108062
22,0.174593,0.168318,0.156942,0.142863,0.128704,0.117436,0.111144
23,0.171769,0.166023,0.155726,0.142827,0.130005,0.119675,0.113975
24,0.169183,0.163975,0.154555,0.142861,0.131127,0.121759,0.11654
25,0.16684,0.16208,0.153532,0.142843,0.132192,0.123626,0.118889
26,0.164698,0.160375,0.152568,0.14286,0.13313,0.125349,0.12102
27,0.162752,0.158807,0.151713,0.14285,0.134007,0.126903,0.122968
28,0.160977,0.15739,0.150917,0.142859,0.134789,0.128329,0.124739
29,0.159363,0.156091,0.150204,0.142854,0.135513,0.129621,0.126354
30,0.157891,0.154914,0.149546,0.142858,0.136165,0.130803,0.127824
31,0.156551,0.153838,0.148952,0.142856,0.136764,0.131875,0.129164
32,0.15533,0.15286,0.148407,0.142858,0.137305,0.132855,0.130384
33,0.154219,0.151968,0.147914,0.142856,0.137801,0.133746,0.131496
34,0.153206,0.151156,0.147462,0.142857,0.138251,0.134558,0.132509
35,0.152284,0.150416,0.147052,0.142857,0.138662,0.135298,0.133431
36,0.151443,0.149743,0.146678,0.142857,0.139036,0.135972,0.134271
37,0.150678,0.149129,0.146338,0.142857,0.139377,0.136585,0.135036
38,0.149981,0.14857,0.146027,0.142857,0.139687,0.137144,0.135733
39,0.149346,0.148061,0.145745,0.142857,0.139969,0.137653,0.136368
40,0.148768,0.147597,0.145488,0.142857,0.140227,0.138117,0.136947
41,0.148241,0.147175,0.145253,0.142857,0.140461,0.13854,0.137473
42,0.147761,0.14679,0.14504,0.142857,0.140675,0.138925,0.137953
43,0.147324,0.146439,0.144845,0.142857,0.140869,0.139275,0.13839
44,0.146926,0.14612,0.144668,0.142857,0.141046,0.139594,0.138788
45,0.146563,0.145829,0.144507,0.142857,0.141208,0.139885,0.139151
46,0.146233,0.145564,0.144359,0.142857,0.141355,0.14015,0.139481
47,0.145932,0.145323,0.144226,0.142857,0.141489,0.140391,0.139782
48,0.145658,0.145103,0.144104,0.142857,0.141611,0.140611,0.140056
49,0.145408,0.144903,0.143993,0.142857,0.141722,0.140811,0.140306
50,0.145181,0.144721,0.143891,0.142857,0.141823,0.140994,0.140533
51,0.144974,0.144555,0.143799,0.142857,0.141915,0.14116,0.14074
52,0.144785,0.144403,0.143715,0.142857,0.141999,0.141311,0.140929
53,0.144613,0.144266,0.143639,0.142857,0.142076,0.141449,0.141101
54,0.144457,0.14414,0.143569,0.142857,0.142145,0.141574,0.141257
55,0.144314,0.144026,0.143506,0.142857,0.142209,0.141689,0.1414
56,0.144184,0.143921,0.143448,0.142857,0.142266,0.141793,0.14153
57,0.144066,0.143827,0.143395,0.142857,0.142319,0.141888,0.141648
58,0.143958,0.14374,0.143347,0.142857,0.142367,0.141974,0.141756
59,0.14386,0.143662,0.143304,0.142857,0.142411,0.142053,0.141854
60,0.143771,0.14359,0.143264,0.142857,0.142451,0.142124,0.141944
